,loop_step,standard_dev,number_town_people,guac_20,guac_19,guac_18,guac_17,guac_16,guac_15,guac_14,guac_13,guac_12,guac_11,guac_10,guac_9,guac_8,guac_7,guac_6,guac_5,guac_4,guac_3,guac_2,fraction_multiple_condorcet_winners
888,88,2,100,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
889,89,2,100,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,0.0
890,90,2,100,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,0.0
891,91,2,100,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,false,0.0
892,92,2,100,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,false,true,0.0
893,93,2,100,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,0.0
894,94,2,100,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,false,true,0.0
895,95,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
896,96,2,100,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,0.0
897,97,2,100,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,0.0
898,98,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
899,99,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,0.0
900,100,2,100,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,0.0
901,101,2,100,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,0.0
902,102,2,100,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,0.0
903,103,2,100,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,0.0
904,104,2,100,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,true,false,true,true,0.0
905,105,2,100,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,0.0
906,106,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,0.0
907,107,2,100,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,0.0
908,108,2,100,true,true,true,false,false,true,true,true,true,true,true,true,false,true,false,false,true,true,false,0.0
909,109,2,100,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,false,0.0
910,110,2,100,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,0.0
911,111,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,0.0
912,112,2,100,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
913,113,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,0.0
914,114,2,100,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true,0.0
915,115,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
916,116,2,100,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,false,0.0
917,117,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
918,118,2,100,true,false,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,0.0
919,119,2,100,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
920,120,2,100,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,0.0
921,121,2,100,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true,false,0.0
922,122,2,100,true,false,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,true,false,0.0
923,123,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,0.0
924,124,2,100,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,0.0
925,125,2,100,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,0.0
926,126,2,100,false,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,0.0
927,127,2,100,true,false,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true,true,false,0.0
928,128,2,100,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
929,129,2,100,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,0.0
930,130,2,100,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,0.0
931,131,2,100,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,false,false,0.0
932,132,2,100,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,false,false,false,0.0
933,133,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,false,0.0
934,134,2,100,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,0.0
935,135,2,100,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,false,false,0.0
936,136,2,100,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,0.0
937,137,2,100,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,false,false,0.0
938,138,2,100,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,0.0
939,139,2,100,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,true,true,true,false,0.0
940,140,2,100,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,0.0
941,141,2,100,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,0.0
942,142,2,100,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,0.0
943,143,2,100,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,0.0
944,144,2,100,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,0.0
945,145,2,100,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false,0.0
946,146,2,100,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,0.0
947,147,2,100,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,false,true,0.0
948,148,2,100,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,0.0
949,149,2,100,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
950,150,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,0.0
951,151,2,100,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,0.0
952,152,2,100,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,0.0
953,153,2,100,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,true,false,false,0.0
954,154,2,100,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,false,0.0
955,155,2,100,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,false,0.0
956,156,2,100,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,0.0
957,157,2,100,true,false,true,false,true,false,true,false,true,true,true,false,false,true,true,false,true,true,true,0.0
958,158,2,100,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,0.0
959,159,2,100,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,0.0
960,160,2,100,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,true,0.0
961,161,2,100,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
962,162,2,100,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,false,true,false,0.0
963,163,2,100,true,true,true,true,false,true,false,false,true,true,true,true,true,false,true,false,false,true,true,0.0
964,164,2,100,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,true,false,false,false,0.0
965,165,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,0.0
966,166,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,0.0
967,167,2,100,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,false,false,true,0.0
968,168,2,100,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,0.0
969,169,2,100,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,0.0
970,170,2,100,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,true,false,0.0
971,171,2,100,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,0.0
972,172,2,100,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,0.0
973,173,2,100,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,false,0.0
974,174,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
975,175,2,100,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,0.0
976,176,2,100,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,0.0
977,177,2,100,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,false,true,false,0.0
978,178,2,100,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,false,false,0.0
979,179,2,100,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,0.0
980,180,2,100,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,0.0
981,181,2,100,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,true,false,0.0
982,182,2,100,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,0.0
983,183,2,100,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,true,false,0.0
984,184,2,100,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,0.0
985,185,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,0.0
986,186,2,100,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,0.0
987,187,2,100,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,false,true,true,0.0
988,188,2,100,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,false,0.0
989,189,2,100,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,0.0
990,190,2,100,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,false,0.0
991,191,2,100,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,false,true,false,0.0
992,192,2,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,0.0
993,193,2,100,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,false,0.0
994,194,2,100,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,0.0
995,195,2,100,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
996,196,2,100,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true,true,0.0
997,197,2,100,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,0.0
998,198,2,100,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,0.0
999,199,2,100,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,false,true,true,0.0
1000,0,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,0.0
1001,1,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
1002,2,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1003,3,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1004,4,2,250,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,true,0.0
1005,5,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,0.0
1006,6,2,250,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,0.0
1007,7,2,250,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,false,0.0
1008,8,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,0.0
1009,9,2,250,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1010,10,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
1011,11,2,250,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,0.0
1012,12,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,0.0
1013,13,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,0.0
1014,14,2,250,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,0.0
1015,15,2,250,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,0.0
1016,16,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.0
1017,17,2,250,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,0.0
1018,18,2,250,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,false,false,true,true,0.0
1019,19,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1020,20,2,250,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,0.0
1021,21,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,0.0
1022,22,2,250,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,false,0.0
1023,23,2,250,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,0.0
1024,24,2,250,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,0.0
1025,25,2,250,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,0.0
1026,26,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1027,27,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1028,28,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1029,29,2,250,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,0.0
1030,30,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,0.0
1031,31,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,0.0
1032,32,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
1033,33,2,250,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,0.0
1034,34,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1035,35,2,250,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,0.0
1036,36,2,250,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1037,37,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,0.0
1038,38,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,0.0
1039,39,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,false,0.0
1040,40,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,0.0
1041,41,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1042,42,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
1043,43,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
1044,44,2,250,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,0.0
1045,45,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,0.0
1046,46,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,0.0
1047,47,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,0.0
1048,48,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.0
1049,49,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,0.0
1050,50,2,250,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false,true,0.0
1051,51,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1052,52,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1053,53,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1054,54,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,0.0
1055,55,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
1056,56,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,0.0
1057,57,2,250,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,0.0
1058,58,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,false,0.0
1059,59,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,0.0
1060,60,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1061,61,2,250,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,0.0
1062,62,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,0.0
1063,63,2,250,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,0.0
1064,64,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,0.0
1065,65,2,250,false,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,0.0
1066,66,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,0.0
1067,67,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
1068,68,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
1069,69,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,0.0
1070,70,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,0.0
1071,71,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1072,72,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,0.0
1073,73,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,0.0
1074,74,2,250,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,0.0
1075,75,2,250,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,false,true,true,true,0.0
1076,76,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1077,77,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1078,78,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,0.0
1079,79,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,0.0
1080,80,2,250,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,0.0
1081,81,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1082,82,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,0.0
1083,83,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,0.0
1084,84,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,0.0
1085,85,2,250,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,0.0
1086,86,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,0.0
1087,87,2,250,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,0.0
1088,88,2,250,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,0.0
1089,89,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1090,90,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1091,91,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,0.0
1092,92,2,250,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,0.0
1093,93,2,250,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,0.0
1094,94,2,250,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,false,true,true,0.0
1095,95,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,0.0
1096,96,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
1097,97,2,250,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,0.0
1098,98,2,250,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,0.0
1099,99,2,250,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
1100,100,2,250,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,0.0
1101,101,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1102,102,2,250,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,0.0
1103,103,2,250,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,false,true,false,0.0
1104,104,2,250,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,0.0
1105,105,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
1106,106,2,250,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,0.0
1107,107,2,250,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,0.0
1108,108,2,250,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,0.0
1109,109,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.0
1110,110,2,250,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,0.0
1111,111,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1112,112,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,0.0
1113,113,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,0.0
1114,114,2,250,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,false,0.0
1115,115,2,250,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,0.0
1116,116,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1117,117,2,250,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1118,118,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
1119,119,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,0.0
1120,120,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,true,0.0
1121,121,2,250,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,0.0
1122,122,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
1123,123,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,0.0
1124,124,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,0.0
1125,125,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1126,126,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1127,127,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,0.0
1128,128,2,250,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,0.0
1129,129,2,250,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,0.0
1130,130,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
1131,131,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,0.0
1132,132,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,0.0
1133,133,2,250,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,0.0
1134,134,2,250,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,0.0
1135,135,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
1136,136,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1137,137,2,250,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,false,0.0
1138,138,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,0.0
1139,139,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
1140,140,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
1141,141,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
1142,142,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
1143,143,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,0.0
1144,144,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,0.0
1145,145,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
1146,146,2,250,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,0.0
1147,147,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,0.0
1148,148,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,0.0
1149,149,2,250,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,0.0
1150,150,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,0.0
1151,151,2,250,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,0.0
1152,152,2,250,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,0.0
1153,153,2,250,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,0.0
1154,154,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
1155,155,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,0.0
1156,156,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
1157,157,2,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,0.0
1158,158,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,0.0
1159,159,2,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,0.0
1160,160,2,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
1161,161,2,250,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,0.0
