,loop_step,standard_dev,number_town_people,guac_20,guac_19,guac_18,guac_17,guac_16,guac_15,guac_14,guac_13,guac_12,guac_11,guac_10,guac_9,guac_8,guac_7,guac_6,guac_5,guac_4,guac_3,guac_2,fraction_multiple_condorcet_winners
454,54,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
455,55,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
456,56,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
457,57,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
458,58,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
459,59,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
460,60,1,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
461,61,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
462,62,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
463,63,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
464,64,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
465,65,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
466,66,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
467,67,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
468,68,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
469,69,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
470,70,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,0.0
471,71,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.0
472,72,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
473,73,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
474,74,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
475,75,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
476,76,1,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
477,77,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
478,78,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
479,79,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
480,80,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
481,81,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
482,82,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
483,83,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
484,84,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
485,85,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
486,86,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
487,87,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
488,88,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,0.0
489,89,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
490,90,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,0.0
491,91,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
492,92,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
493,93,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
494,94,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
495,95,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,0.0
496,96,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
497,97,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,0.0
498,98,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
499,99,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
500,100,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
501,101,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,0.0
502,102,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
503,103,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
504,104,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
505,105,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
506,106,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
507,107,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
508,108,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
509,109,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
510,110,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
511,111,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
512,112,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
513,113,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,0.0
514,114,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
515,115,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
516,116,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
517,117,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
518,118,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
519,119,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,0.0
520,120,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
521,121,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
522,122,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
523,123,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
524,124,1,250,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,0.0
525,125,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,0.0
526,126,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
527,127,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
528,128,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
529,129,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
530,130,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
531,131,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
532,132,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
533,133,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
534,134,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
535,135,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
536,136,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
537,137,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
538,138,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
539,139,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
540,140,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
541,141,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
542,142,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
543,143,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
544,144,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
545,145,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
546,146,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,0.0
547,147,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
548,148,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
549,149,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
550,150,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
551,151,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
552,152,1,250,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,0.0
553,153,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
554,154,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
555,155,1,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,0.0
556,156,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,0.0
557,157,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
558,158,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
559,159,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
560,160,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
561,161,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
562,162,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
563,163,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
564,164,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
565,165,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,0.0
566,166,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
567,167,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
568,168,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
569,169,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
570,170,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
571,171,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
572,172,1,250,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,0.0
573,173,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,0.0
574,174,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
575,175,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
576,176,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
577,177,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
578,178,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
579,179,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
580,180,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,0.0
581,181,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
582,182,1,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,0.0
583,183,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
584,184,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,0.0
585,185,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
586,186,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,0.0
587,187,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
588,188,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
589,189,1,250,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,0.0
590,190,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,0.0
591,191,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
592,192,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
593,193,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
594,194,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,0.0
595,195,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0.0
596,196,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.0
597,197,1,250,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,0.0
598,198,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
599,199,1,250,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
600,0,2,50,true,false,true,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,0.0
601,1,2,50,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,not_all_assigned,0.0
602,2,2,50,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,false,false,0.0
603,3,2,50,true,true,true,true,true,true,false,true,true,false,false,false,true,true,false,false,true,false,false,0.0
604,4,2,50,true,true,true,true,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,0.0
605,5,2,50,true,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,false,false,0.0
606,6,2,50,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,0.0
607,7,2,50,false,true,false,true,true,true,false,false,true,true,true,true,true,false,true,false,true,false,false,0.0
608,8,2,50,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,false,true,false,false,0.0
609,9,2,50,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,false,0.0
610,10,2,50,true,false,true,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,false,0.0
611,11,2,50,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,false,false,false,0.0
612,12,2,50,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,0.0
613,13,2,50,true,true,true,true,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,0.0
614,14,2,50,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,true,true,0.0
615,15,2,50,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,0.0
616,16,2,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,0.0
617,17,2,50,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,0.0
618,18,2,50,true,true,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,true,false,0.0
619,19,2,50,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,0.0
620,20,2,50,false,false,true,true,true,true,true,false,false,false,false,false,true,true,false,true,true,false,not_all_assigned,0.0
621,21,2,50,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,0.0
622,22,2,50,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,not_all_assigned,false,0.0
623,23,2,50,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,0.0
624,24,2,50,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,0.005
625,25,2,50,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,0.0
626,26,2,50,true,true,true,true,true,false,true,false,false,false,true,false,true,false,false,true,false,true,false,0.0
627,27,2,50,true,true,true,false,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,0.0
628,28,2,50,true,true,true,true,true,true,false,true,true,false,false,false,false,true,true,false,false,true,false,0.0
629,29,2,50,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,false,false,0.0
630,30,2,50,true,true,true,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,not_all_assigned,0.0
631,31,2,50,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,false,true,0.0
632,32,2,50,false,true,true,true,true,true,true,false,true,false,false,false,false,true,false,true,false,false,true,0.0
633,33,2,50,false,true,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,0.0
634,34,2,50,true,true,true,false,true,true,false,true,true,false,false,true,true,true,true,false,false,true,true,0.0
635,35,2,50,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,false,true,false,0.0
636,36,2,50,false,false,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,false,false,0.0
637,37,2,50,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,false,0.0
638,38,2,50,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,false,0.0
639,39,2,50,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,0.0
640,40,2,50,true,true,true,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,0.0
641,41,2,50,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,false,false,0.0
642,42,2,50,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,0.0
643,43,2,50,true,false,true,true,true,true,true,false,true,true,true,false,false,false,false,true,false,false,false,0.0
644,44,2,50,false,true,true,true,true,false,true,true,false,true,false,true,false,false,false,true,true,not_all_assigned,false,0.0
645,45,2,50,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,false,0.0
646,46,2,50,false,true,false,true,false,true,true,true,true,false,true,true,false,false,true,false,true,false,false,0.0
647,47,2,50,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,true,0.0
648,48,2,50,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,false,false,0.0
649,49,2,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,0.0
650,50,2,50,false,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,0.0
651,51,2,50,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,false,false,not_all_assigned,0.0
652,52,2,50,true,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,false,false,false,0.0
653,53,2,50,false,true,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,false,0.0
654,54,2,50,true,true,true,true,true,true,false,true,false,false,true,false,false,true,false,false,false,false,false,0.0
655,55,2,50,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,0.0
656,56,2,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
657,57,2,50,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,false,0.0
658,58,2,50,false,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,false,0.0
659,59,2,50,true,true,false,true,true,true,true,false,false,true,true,false,true,true,false,true,true,true,false,0.0
660,60,2,50,true,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,0.0
661,61,2,50,true,true,false,true,true,true,true,true,true,false,true,false,false,false,true,false,true,true,true,0.0
662,62,2,50,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,0.0
663,63,2,50,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
664,64,2,50,true,false,true,true,false,true,false,true,true,false,true,true,false,false,true,false,false,false,false,0.0
665,65,2,50,false,true,true,false,false,true,true,false,true,true,false,true,false,true,true,true,false,false,true,0.0
666,66,2,50,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,false,not_all_assigned,0.0
667,67,2,50,true,true,true,true,true,false,true,false,false,false,true,true,true,true,false,false,true,true,false,0.0
668,68,2,50,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false,0.0
669,69,2,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,0.0
670,70,2,50,true,false,true,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,false,0.005
671,71,2,50,true,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,false,false,0.0
672,72,2,50,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,false,false,0.0
673,73,2,50,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,false,false,false,0.0
674,74,2,50,true,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,true,true,true,0.0
675,75,2,50,true,false,true,true,false,true,false,false,true,true,false,true,true,false,false,false,true,false,false,0.0
676,76,2,50,false,false,true,false,true,false,true,true,false,true,false,true,true,true,false,false,false,false,false,0.0
677,77,2,50,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,false,0.0
678,78,2,50,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,false,false,0.0
679,79,2,50,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,false,true,0.0
680,80,2,50,true,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true,true,false,false,0.0
681,81,2,50,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,0.0
682,82,2,50,true,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,true,true,false,0.0
683,83,2,50,true,false,true,true,true,true,false,true,true,false,true,false,false,true,false,false,false,true,false,0.0
684,84,2,50,true,true,true,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,false,0.0
685,85,2,50,false,true,true,true,true,false,true,true,true,false,false,true,true,true,false,false,true,false,false,0.0
686,86,2,50,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,false,false,false,0.0
687,87,2,50,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,false,true,false,0.0
688,88,2,50,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,0.0
689,89,2,50,true,true,false,false,true,false,true,true,true,true,false,true,false,false,false,true,true,false,false,0.0
690,90,2,50,false,false,false,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,false,0.0
691,91,2,50,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,0.0
692,92,2,50,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,true,true,false,false,0.0
693,93,2,50,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,false,false,true,0.0
694,94,2,50,true,true,true,true,false,true,true,false,false,true,true,false,false,false,true,true,false,true,false,0.0
695,95,2,50,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,0.0
696,96,2,50,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,0.0
697,97,2,50,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,false,false,true,false,0.0
698,98,2,50,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,false,true,false,0.0
699,99,2,50,true,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true,false,false,false,0.0
700,100,2,50,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,false,true,0.0
701,101,2,50,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,0.0
702,102,2,50,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,0.0
703,103,2,50,true,true,false,true,true,true,true,true,true,false,true,true,false,false,true,true,false,true,true,0.0
704,104,2,50,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,false,true,false,0.0
705,105,2,50,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
706,106,2,50,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,0.0
707,107,2,50,false,false,true,true,true,false,true,true,true,false,false,false,true,true,false,true,true,false,true,0.0
708,108,2,50,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,0.0
709,109,2,50,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,false,true,false,0.0
710,110,2,50,false,true,true,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,0.0
711,111,2,50,true,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,true,true,0.0
712,112,2,50,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,0.0
713,113,2,50,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,0.0
714,114,2,50,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,false,true,not_all_assigned,not_all_assigned,0.0
715,115,2,50,true,true,false,false,true,false,true,true,true,false,false,true,true,false,false,true,false,true,false,0.0
716,116,2,50,true,false,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,false,false,0.0
717,117,2,50,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,0.0
718,118,2,50,true,false,false,true,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,0.0
719,119,2,50,false,true,true,true,false,true,true,false,true,true,true,false,true,false,true,false,true,false,true,0.0
720,120,2,50,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,0.005
721,121,2,50,true,true,true,false,true,true,true,false,true,false,true,true,false,false,true,false,true,true,true,0.0
722,122,2,50,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,false,true,0.0
723,123,2,50,false,true,true,true,false,true,false,true,false,false,true,true,true,false,false,true,false,false,false,0.0
724,124,2,50,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,0.0
725,125,2,50,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,0.0
726,126,2,50,false,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,false,false,0.0
727,127,2,50,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,0.0
728,128,2,50,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,not_all_assigned,0.0
729,129,2,50,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,0.0
