,Guac Entrants,Townspeople,Sampling Limit,Std. Deviation,Valid
485,20,400,12.0,3.0,True
486,20,400,13.0,3.0,True
487,20,400,14.0,3.0,True
488,20,400,15.0,3.0,True
489,20,400,16.0,3.0,False
490,20,400,17.0,3.0,True
491,20,400,18.0,3.0,True
492,20,400,19.0,3.0,True
493,20,400,20.0,3.0,True
494,20,10,2.0,3.0,True
495,20,10,3.0,3.0,False
496,20,10,4.0,3.0,False
497,20,10,5.0,3.0,False
498,20,10,6.0,3.0,False
499,20,10,7.0,3.0,False
500,20,10,8.0,3.0,False
501,20,10,9.0,3.0,False
502,20,10,10.0,3.0,False
503,20,10,11.0,3.0,False
504,20,10,12.0,3.0,False
505,20,10,13.0,3.0,True
506,20,10,14.0,3.0,False
507,20,10,15.0,3.0,False
508,20,10,16.0,3.0,False
509,20,10,17.0,3.0,True
510,20,10,18.0,3.0,True
511,20,10,19.0,3.0,True
512,20,10,20.0,3.0,False
513,20,20,2.0,3.0,False
514,20,20,3.0,3.0,True
515,20,20,4.0,3.0,False
516,20,20,5.0,3.0,False
517,20,20,6.0,3.0,False
518,20,20,7.0,3.0,False
519,20,20,8.0,3.0,True
520,20,20,9.0,3.0,False
521,20,20,10.0,3.0,False
522,20,20,11.0,3.0,False
523,20,20,12.0,3.0,False
524,20,20,13.0,3.0,False
525,20,20,14.0,3.0,True
526,20,20,15.0,3.0,False
527,20,20,16.0,3.0,False
528,20,20,17.0,3.0,True
529,20,20,18.0,3.0,True
530,20,20,19.0,3.0,True
531,20,20,20.0,3.0,True
532,20,30,2.0,3.0,False
533,20,30,3.0,3.0,False
534,20,30,4.0,3.0,False
535,20,30,5.0,3.0,False
536,20,30,6.0,3.0,True
537,20,30,7.0,3.0,True
538,20,30,8.0,3.0,True
539,20,30,9.0,3.0,False
540,20,30,10.0,3.0,False
541,20,30,11.0,3.0,False
542,20,30,12.0,3.0,False
543,20,30,13.0,3.0,True
544,20,30,14.0,3.0,False
545,20,30,15.0,3.0,False
546,20,30,16.0,3.0,True
547,20,30,17.0,3.0,False
548,20,30,18.0,3.0,False
549,20,30,19.0,3.0,True
550,20,30,20.0,3.0,True
551,20,40,2.0,3.0,False
552,20,40,3.0,3.0,True
553,20,40,4.0,3.0,False
554,20,40,5.0,3.0,False
555,20,40,6.0,3.0,False
556,20,40,7.0,3.0,False
557,20,40,8.0,3.0,True
558,20,40,9.0,3.0,False
559,20,40,10.0,3.0,True
560,20,40,11.0,3.0,False
561,20,40,12.0,3.0,False
562,20,40,13.0,3.0,False
563,20,40,14.0,3.0,True
564,20,40,15.0,3.0,False
565,20,40,16.0,3.0,False
566,20,40,17.0,3.0,False
567,20,40,18.0,3.0,True
568,20,40,19.0,3.0,True
569,20,40,20.0,3.0,True
570,20,50,2.0,3.0,False
571,20,50,3.0,3.0,False
572,20,50,4.0,3.0,False
573,20,50,5.0,3.0,False
574,20,50,6.0,3.0,False
575,20,50,7.0,3.0,True
576,20,50,8.0,3.0,True
577,20,50,9.0,3.0,True
578,20,50,10.0,3.0,False
579,20,50,11.0,3.0,False
580,20,50,12.0,3.0,False
581,20,50,13.0,3.0,False
582,20,50,14.0,3.0,False
583,20,50,15.0,3.0,True
584,20,50,16.0,3.0,True
585,20,50,17.0,3.0,True
586,20,50,18.0,3.0,True
587,20,50,19.0,3.0,True
588,20,50,20.0,3.0,True
589,20,75,2.0,3.0,True
590,20,75,3.0,3.0,True
591,20,75,4.0,3.0,False
592,20,75,5.0,3.0,False
593,20,75,6.0,3.0,True
594,20,75,7.0,3.0,False
595,20,75,8.0,3.0,False
596,20,75,9.0,3.0,False
597,20,75,10.0,3.0,False
598,20,75,11.0,3.0,False
599,20,75,12.0,3.0,False
600,20,75,13.0,3.0,False
601,20,75,14.0,3.0,False
602,20,75,15.0,3.0,True
603,20,75,16.0,3.0,True
604,20,75,17.0,3.0,True
605,20,75,18.0,3.0,True
606,20,75,19.0,3.0,True
607,20,75,20.0,3.0,True
608,20,100,2.0,3.0,False
609,20,100,3.0,3.0,False
610,20,100,4.0,3.0,True
611,20,100,5.0,3.0,True
612,20,100,6.0,3.0,False
613,20,100,7.0,3.0,False
614,20,100,8.0,3.0,True
615,20,100,9.0,3.0,False
616,20,100,10.0,3.0,False
617,20,100,11.0,3.0,True
618,20,100,12.0,3.0,True
619,20,100,13.0,3.0,True
620,20,100,14.0,3.0,False
621,20,100,15.0,3.0,False
622,20,100,16.0,3.0,True
623,20,100,17.0,3.0,False
624,20,100,18.0,3.0,True
625,20,100,19.0,3.0,False
626,20,100,20.0,3.0,True
627,20,150,2.0,3.0,False
628,20,150,3.0,3.0,True
629,20,150,4.0,3.0,False
630,20,150,5.0,3.0,True
631,20,150,6.0,3.0,False
632,20,150,7.0,3.0,True
633,20,150,8.0,3.0,True
634,20,150,9.0,3.0,False
635,20,150,10.0,3.0,True
636,20,150,11.0,3.0,True
637,20,150,12.0,3.0,True
638,20,150,13.0,3.0,True
639,20,150,14.0,3.0,False
640,20,150,15.0,3.0,True
641,20,150,16.0,3.0,True
642,20,150,17.0,3.0,True
643,20,150,18.0,3.0,True
644,20,150,19.0,3.0,False
645,20,150,20.0,3.0,True
646,20,200,2.0,3.0,True
647,20,200,3.0,3.0,False
648,20,200,4.0,3.0,False
649,20,200,5.0,3.0,True
650,20,200,6.0,3.0,True
651,20,200,7.0,3.0,False
652,20,200,8.0,3.0,True
653,20,200,9.0,3.0,False
654,20,200,10.0,3.0,True
655,20,200,11.0,3.0,False
656,20,200,12.0,3.0,True
657,20,200,13.0,3.0,False
658,20,200,14.0,3.0,False
659,20,200,15.0,3.0,True
660,20,200,16.0,3.0,True
661,20,200,17.0,3.0,True
662,20,200,18.0,3.0,True
663,20,200,19.0,3.0,True
664,20,200,20.0,3.0,True
665,20,250,2.0,3.0,True
666,20,250,3.0,3.0,False
667,20,250,4.0,3.0,False
668,20,250,5.0,3.0,False
669,20,250,6.0,3.0,True
670,20,250,7.0,3.0,False
671,20,250,8.0,3.0,True
672,20,250,9.0,3.0,False
673,20,250,10.0,3.0,True
674,20,250,11.0,3.0,True
675,20,250,12.0,3.0,True
676,20,250,13.0,3.0,True
677,20,250,14.0,3.0,False
678,20,250,15.0,3.0,True
679,20,250,16.0,3.0,True
680,20,250,17.0,3.0,True
681,20,250,18.0,3.0,True
682,20,250,19.0,3.0,True
683,20,250,20.0,3.0,True
684,20,300,2.0,3.0,False
685,20,300,3.0,3.0,False
686,20,300,4.0,3.0,False
687,20,300,5.0,3.0,False
688,20,300,6.0,3.0,False
689,20,300,7.0,3.0,False
690,20,300,8.0,3.0,True
691,20,300,9.0,3.0,True
692,20,300,10.0,3.0,False
693,20,300,11.0,3.0,False
694,20,300,12.0,3.0,True
695,20,300,13.0,3.0,False
696,20,300,14.0,3.0,True
697,20,300,15.0,3.0,True
698,20,300,16.0,3.0,True
699,20,300,17.0,3.0,True
700,20,300,18.0,3.0,True
701,20,300,19.0,3.0,True
702,20,300,20.0,3.0,True
703,20,350,2.0,3.0,False
704,20,350,3.0,3.0,False
705,20,350,4.0,3.0,True
706,20,350,5.0,3.0,False
707,20,350,6.0,3.0,False
708,20,350,7.0,3.0,False
709,20,350,8.0,3.0,False
710,20,350,9.0,3.0,True
711,20,350,10.0,3.0,True
712,20,350,11.0,3.0,False
713,20,350,12.0,3.0,True
714,20,350,13.0,3.0,True
715,20,350,14.0,3.0,True
716,20,350,15.0,3.0,False
717,20,350,16.0,3.0,False
718,20,350,17.0,3.0,False
719,20,350,18.0,3.0,True
720,20,350,19.0,3.0,False
721,20,350,20.0,3.0,True
722,20,400,2.0,3.0,False
723,20,400,3.0,3.0,True
724,20,400,4.0,3.0,True
725,20,400,5.0,3.0,True
726,20,400,6.0,3.0,True
727,20,400,7.0,3.0,True
728,20,400,8.0,3.0,False
729,20,400,9.0,3.0,True
730,20,400,10.0,3.0,True
731,20,400,11.0,3.0,False
732,20,400,12.0,3.0,False
733,20,400,13.0,3.0,True
734,20,400,14.0,3.0,True
735,20,400,15.0,3.0,True
736,20,400,16.0,3.0,True
737,20,400,17.0,3.0,True
738,20,400,18.0,3.0,True
739,20,400,19.0,3.0,True
740,20,400,20.0,3.0,True
741,20,10,2.0,3.0,False
742,20,10,3.0,3.0,False
743,20,10,4.0,3.0,False
744,20,10,5.0,3.0,True
745,20,10,6.0,3.0,False
746,20,10,7.0,3.0,True
747,20,10,8.0,3.0,False
748,20,10,9.0,3.0,True
749,20,10,10.0,3.0,False
750,20,10,11.0,3.0,False
751,20,10,12.0,3.0,True
752,20,10,13.0,3.0,False
753,20,10,14.0,3.0,True
754,20,10,15.0,3.0,False
755,20,10,16.0,3.0,False
756,20,10,17.0,3.0,True
757,20,10,18.0,3.0,False
758,20,10,19.0,3.0,False
759,20,10,20.0,3.0,False
760,20,20,2.0,3.0,False
761,20,20,3.0,3.0,False
762,20,20,4.0,3.0,False
763,20,20,5.0,3.0,True
764,20,20,6.0,3.0,True
765,20,20,7.0,3.0,False
766,20,20,8.0,3.0,False
767,20,20,9.0,3.0,False
768,20,20,10.0,3.0,False
769,20,20,11.0,3.0,False
770,20,20,12.0,3.0,False
771,20,20,13.0,3.0,False
772,20,20,14.0,3.0,True
773,20,20,15.0,3.0,True
774,20,20,16.0,3.0,True
775,20,20,17.0,3.0,False
776,20,20,18.0,3.0,True
777,20,20,19.0,3.0,True
778,20,20,20.0,3.0,False
779,20,30,2.0,3.0,False
780,20,30,3.0,3.0,True
781,20,30,4.0,3.0,False
782,20,30,5.0,3.0,False
783,20,30,6.0,3.0,False
784,20,30,7.0,3.0,True
785,20,30,8.0,3.0,False
786,20,30,9.0,3.0,True
787,20,30,10.0,3.0,True
788,20,30,11.0,3.0,True
789,20,30,12.0,3.0,False
790,20,30,13.0,3.0,True
791,20,30,14.0,3.0,True
792,20,30,15.0,3.0,False
793,20,30,16.0,3.0,False
794,20,30,17.0,3.0,False
795,20,30,18.0,3.0,True
796,20,30,19.0,3.0,True
797,20,30,20.0,3.0,False
798,20,40,2.0,3.0,False
799,20,40,3.0,3.0,False
800,20,40,4.0,3.0,False
801,20,40,5.0,3.0,False
802,20,40,6.0,3.0,False
803,20,40,7.0,3.0,False
804,20,40,8.0,3.0,False
805,20,40,9.0,3.0,True
806,20,40,10.0,3.0,True
807,20,40,11.0,3.0,False
808,20,40,12.0,3.0,True
809,20,40,13.0,3.0,True
810,20,40,14.0,3.0,False
811,20,40,15.0,3.0,False
812,20,40,16.0,3.0,False
813,20,40,17.0,3.0,False
814,20,40,18.0,3.0,False
815,20,40,19.0,3.0,False
816,20,40,20.0,3.0,True
817,20,50,2.0,3.0,True
818,20,50,3.0,3.0,False
819,20,50,4.0,3.0,True
820,20,50,5.0,3.0,False
821,20,50,6.0,3.0,True
822,20,50,7.0,3.0,True
823,20,50,8.0,3.0,False
824,20,50,9.0,3.0,False
825,20,50,10.0,3.0,True
826,20,50,11.0,3.0,False
827,20,50,12.0,3.0,True
828,20,50,13.0,3.0,False
829,20,50,14.0,3.0,False
830,20,50,15.0,3.0,False
831,20,50,16.0,3.0,True
832,20,50,17.0,3.0,True
833,20,50,18.0,3.0,False
834,20,50,19.0,3.0,False
835,20,50,20.0,3.0,True
836,20,75,2.0,3.0,True
837,20,75,3.0,3.0,False
838,20,75,4.0,3.0,False
839,20,75,5.0,3.0,False
840,20,75,6.0,3.0,True
841,20,75,7.0,3.0,False
842,20,75,8.0,3.0,False
843,20,75,9.0,3.0,True
844,20,75,10.0,3.0,False
845,20,75,11.0,3.0,True
846,20,75,12.0,3.0,True
847,20,75,13.0,3.0,False
848,20,75,14.0,3.0,False
849,20,75,15.0,3.0,False
850,20,75,16.0,3.0,False
851,20,75,17.0,3.0,False
852,20,75,18.0,3.0,False
853,20,75,19.0,3.0,True
854,20,75,20.0,3.0,True
855,20,100,2.0,3.0,False
856,20,100,3.0,3.0,True
857,20,100,4.0,3.0,False
858,20,100,5.0,3.0,True
859,20,100,6.0,3.0,False
860,20,100,7.0,3.0,False
861,20,100,8.0,3.0,False
862,20,100,9.0,3.0,False
863,20,100,10.0,3.0,True
864,20,100,11.0,3.0,True
865,20,100,12.0,3.0,False
